timestamp,pid,process_name,cpu_percent
2025-09-21T13:47:38.273483,0,System Idle Process,0.0
2025-09-21T13:47:38.273483,4,System,0.0
2025-09-21T13:47:38.273483,188,,0.0
2025-09-21T13:47:38.273483,232,Registry,0.0
2025-09-21T13:47:38.273483,764,smss.exe,0.0
2025-09-21T13:47:38.273483,1004,svchost.exe,0.0
2025-09-21T13:47:38.273483,1016,svchost.exe,0.0
2025-09-21T13:47:38.273483,1204,csrss.exe,0.0
2025-09-21T13:47:38.273483,1312,taskhostw.exe,0.0
2025-09-21T13:47:38.273483,1352,svchost.exe,0.0
2025-09-21T13:47:43.795801,0,System Idle Process,1057.3
2025-09-21T13:47:43.795801,4372,chrome.exe,34.4
2025-09-21T13:47:43.795801,6212,chrome.exe,14.1
2025-09-21T13:47:43.795801,2012,dwm.exe,10.3
2025-09-21T13:47:43.795801,4,System,10.2
2025-09-21T13:47:43.795801,12860,audiodg.exe,8.9
2025-09-21T13:47:43.795801,16988,python.exe,8.3
2025-09-21T13:47:43.795801,7828,msedge.exe,7.2
2025-09-21T13:47:43.795801,16196,Code.exe,4.6
2025-09-21T13:47:43.795801,7704,explorer.exe,4.3
2025-09-21T13:47:49.250400,0,System Idle Process,1062.0
2025-09-21T13:47:49.250400,6212,chrome.exe,23.0
2025-09-21T13:47:49.250400,4372,chrome.exe,16.6
2025-09-21T13:47:49.250400,10100,OneDrive.exe,15.5
2025-09-21T13:47:49.250400,16196,Code.exe,15.4
2025-09-21T13:47:49.250400,16988,python.exe,13.2
2025-09-21T13:47:49.250400,4,System,10.0
2025-09-21T13:47:49.250400,2012,dwm.exe,8.7
2025-09-21T13:47:49.250400,12860,audiodg.exe,7.0
2025-09-21T13:47:49.250400,2296,svchost.exe,5.1
2025-09-21T13:47:55.026772,0,System Idle Process,1104.1
2025-09-21T13:47:55.026772,6212,chrome.exe,18.0
2025-09-21T13:47:55.026772,4372,chrome.exe,13.9
2025-09-21T13:47:55.026772,4,System,12.5
2025-09-21T13:47:55.026772,16988,python.exe,12.5
2025-09-21T13:47:55.026772,2012,dwm.exe,7.1
2025-09-21T13:47:55.026772,12860,audiodg.exe,6.0
2025-09-21T13:47:55.026772,6352,ChatGPT.exe,1.9
2025-09-21T13:47:55.026772,10100,OneDrive.exe,1.6
2025-09-21T13:47:55.026772,5164,chrome.exe,1.4
2025-09-21T13:48:00.767945,0,System Idle Process,1111.0
2025-09-21T13:48:00.767945,6212,chrome.exe,20.9
2025-09-21T13:48:00.767945,16988,python.exe,12.1
2025-09-21T13:48:00.767945,4372,chrome.exe,11.5
2025-09-21T13:48:00.767945,2012,dwm.exe,8.7
2025-09-21T13:48:00.767945,12860,audiodg.exe,6.6
2025-09-21T13:48:00.767945,4,System,6.5
2025-09-21T13:48:00.767945,6352,ChatGPT.exe,3.0
2025-09-21T13:48:00.767945,10100,OneDrive.exe,2.7
2025-09-21T13:48:00.767945,15684,UnInstDaemon.exe,1.4
2025-09-21T13:48:06.451820,0,System Idle Process,1105.1
2025-09-21T13:48:06.451820,4372,chrome.exe,23.0
2025-09-21T13:48:06.451820,6212,chrome.exe,20.4
2025-09-21T13:48:06.451820,16988,python.exe,12.8
2025-09-21T13:48:06.451820,2012,dwm.exe,6.8
2025-09-21T13:48:06.451820,12860,audiodg.exe,6.3
2025-09-21T13:48:06.451820,4,System,5.5
2025-09-21T13:48:06.451820,6352,ChatGPT.exe,1.9
2025-09-21T13:48:06.451820,10100,OneDrive.exe,1.9
2025-09-21T13:48:06.451820,14652,chrome.exe,1.9
2025-09-21T13:48:12.180396,0,System Idle Process,1093.0
2025-09-21T13:48:12.180396,6212,chrome.exe,13.5
2025-09-21T13:48:12.180396,4372,chrome.exe,13.4
2025-09-21T13:48:12.180396,4,System,12.8
2025-09-21T13:48:12.180396,16988,python.exe,11.8
2025-09-21T13:48:12.180396,12860,audiodg.exe,8.8
2025-09-21T13:48:12.180396,2012,dwm.exe,8.7
2025-09-21T13:48:12.180396,3596,MemCompression,3.3
2025-09-21T13:48:12.180396,6352,ChatGPT.exe,3.0
2025-09-21T13:48:12.180396,16196,Code.exe,3.0
2025-09-21T13:48:17.847778,0,System Idle Process,1123.8
2025-09-21T13:48:17.847778,12860,audiodg.exe,10.4
2025-09-21T13:48:17.847778,6212,chrome.exe,8.9
2025-09-21T13:48:17.847778,4372,chrome.exe,8.2
2025-09-21T13:48:17.847778,16988,python.exe,7.0
2025-09-21T13:48:17.847778,4,System,6.9
2025-09-21T13:48:17.847778,2012,dwm.exe,5.3
2025-09-21T13:48:17.847778,16196,Code.exe,4.1
2025-09-21T13:48:17.847778,5164,chrome.exe,3.1
2025-09-21T13:48:17.847778,10100,OneDrive.exe,2.6
2025-09-21T13:48:23.237929,0,System Idle Process,1128.3
2025-09-21T13:48:23.237929,4,System,13.6
2025-09-21T13:48:23.237929,12860,audiodg.exe,8.2
2025-09-21T13:48:23.237929,4372,chrome.exe,7.8
2025-09-21T13:48:23.237929,16988,python.exe,7.0
2025-09-21T13:48:23.237929,2012,dwm.exe,4.9
2025-09-21T13:48:23.237929,6212,chrome.exe,2.9
2025-09-21T13:48:23.237929,6352,ChatGPT.exe,2.6
2025-09-21T13:48:23.237929,13996,Code.exe,2.3
2025-09-21T13:48:23.237929,15684,UnInstDaemon.exe,2.3
2025-09-21T13:48:28.605532,0,System Idle Process,1133.7
2025-09-21T13:48:28.605532,12860,audiodg.exe,10.2
2025-09-21T13:48:28.605532,4,System,7.3
2025-09-21T13:48:28.605532,4372,chrome.exe,7.0
2025-09-21T13:48:28.605532,16988,python.exe,7.0
2025-09-21T13:48:28.605532,2012,dwm.exe,6.1
2025-09-21T13:48:28.605532,10100,OneDrive.exe,3.2
2025-09-21T13:48:28.605532,15684,UnInstDaemon.exe,3.2
2025-09-21T13:48:28.605532,6352,ChatGPT.exe,2.6
2025-09-21T13:48:28.605532,13996,Code.exe,1.5
2025-09-21T13:48:33.978175,0,System Idle Process,1123.0
2025-09-21T13:48:33.978175,10100,OneDrive.exe,14.8
2025-09-21T13:48:33.978175,4372,chrome.exe,10.8
2025-09-21T13:48:33.978175,12860,audiodg.exe,9.0
2025-09-21T13:48:33.978175,16988,python.exe,6.7
2025-09-21T13:48:33.978175,2012,dwm.exe,6.1
2025-09-21T13:48:33.978175,6352,ChatGPT.exe,3.8
2025-09-21T13:48:33.978175,4,System,2.9
2025-09-21T13:48:33.978175,5164,chrome.exe,2.6
2025-09-21T13:48:33.978175,15684,UnInstDaemon.exe,1.7
2025-09-21T13:48:39.339423,0,System Idle Process,1142.9
2025-09-21T13:48:39.339423,12860,audiodg.exe,10.8
2025-09-21T13:48:39.339423,16988,python.exe,6.7
2025-09-21T13:48:39.339423,4372,chrome.exe,5.8
2025-09-21T13:48:39.339423,2012,dwm.exe,5.5
2025-09-21T13:48:39.339423,4,System,5.2
2025-09-21T13:48:39.339423,6352,ChatGPT.exe,2.3
2025-09-21T13:48:39.339423,16196,Code.exe,2.3
2025-09-21T13:48:39.339423,10100,OneDrive.exe,1.7
2025-09-21T13:48:39.339423,14652,chrome.exe,1.2
2025-09-21T13:48:44.706130,0,System Idle Process,1126.1
2025-09-21T13:48:44.706130,4372,chrome.exe,21.5
2025-09-21T13:48:44.706130,12860,audiodg.exe,9.6
2025-09-21T13:48:44.706130,4,System,8.7
2025-09-21T13:48:44.706130,16988,python.exe,7.0
2025-09-21T13:48:44.706130,2012,dwm.exe,6.1
2025-09-21T13:48:44.706130,10100,OneDrive.exe,3.5
2025-09-21T13:48:44.706130,6352,ChatGPT.exe,2.3
2025-09-21T13:48:44.706130,16196,Code.exe,2.3
2025-09-21T13:48:44.706130,5164,chrome.exe,1.7
2025-09-21T13:48:50.069875,0,System Idle Process,1138.7
2025-09-21T13:48:50.069875,12860,audiodg.exe,10.5
2025-09-21T13:48:50.069875,4372,chrome.exe,7.0
2025-09-21T13:48:50.069875,16988,python.exe,6.7
2025-09-21T13:48:50.069875,2012,dwm.exe,6.1
2025-09-21T13:48:50.069875,4,System,4.1
2025-09-21T13:48:50.069875,6352,ChatGPT.exe,2.9
2025-09-21T13:48:50.069875,16196,Code.exe,2.9
2025-09-21T13:48:50.069875,10100,OneDrive.exe,2.3
2025-09-21T13:48:50.069875,15684,UnInstDaemon.exe,1.5
2025-09-21T13:48:55.427843,0,System Idle Process,1122.2
2025-09-21T13:48:55.427843,6212,chrome.exe,13.3
2025-09-21T13:48:55.427843,4372,chrome.exe,11.9
2025-09-21T13:48:55.427843,12860,audiodg.exe,9.5
2025-09-21T13:48:55.427843,16988,python.exe,8.3
2025-09-21T13:48:55.427843,4,System,7.6
2025-09-21T13:48:55.427843,2012,dwm.exe,7.5
2025-09-21T13:48:55.427843,15684,UnInstDaemon.exe,2.3
2025-09-21T13:48:55.427843,10100,OneDrive.exe,2.0
2025-09-21T13:48:55.427843,13996,Code.exe,2.0
2025-09-21T13:49:00.883035,0,System Idle Process,1102.0
2025-09-21T13:49:00.883035,4372,chrome.exe,19.4
2025-09-21T13:49:00.883035,6212,chrome.exe,13.2
2025-09-21T13:49:00.883035,16988,python.exe,10.9
2025-09-21T13:49:00.883035,2012,dwm.exe,10.3
2025-09-21T13:49:00.883035,4,System,10.0
2025-09-21T13:49:00.883035,12860,audiodg.exe,9.2
2025-09-21T13:49:00.883035,16196,Code.exe,3.1
2025-09-21T13:49:00.883035,10100,OneDrive.exe,2.0
2025-09-21T13:49:00.883035,5164,chrome.exe,1.7
2025-09-21T13:49:06.497774,0,System Idle Process,1119.9
2025-09-21T13:49:06.497774,4,System,12.8
2025-09-21T13:49:06.497774,12860,audiodg.exe,9.6
2025-09-21T13:49:06.497774,4372,chrome.exe,8.5
2025-09-21T13:49:06.497774,16988,python.exe,7.0
2025-09-21T13:49:06.497774,2012,dwm.exe,6.7
2025-09-21T13:49:06.497774,6212,chrome.exe,6.3
2025-09-21T13:49:06.497774,15412,Code.exe,3.8
2025-09-21T13:49:06.497774,13996,Code.exe,2.6
2025-09-21T13:49:06.497774,6352,ChatGPT.exe,2.3
2025-09-21T13:49:11.865251,0,System Idle Process,1130.2
2025-09-21T13:49:11.865251,4372,chrome.exe,10.2
2025-09-21T13:49:11.865251,12860,audiodg.exe,9.0
2025-09-21T13:49:11.865251,16988,python.exe,7.2
2025-09-21T13:49:11.865251,2012,dwm.exe,7.0
2025-09-21T13:49:11.865251,4,System,5.8
2025-09-21T13:49:11.865251,15412,Code.exe,3.5
2025-09-21T13:49:11.865251,1432,services.exe,2.3
2025-09-21T13:49:11.865251,6352,ChatGPT.exe,2.3
2025-09-21T13:49:11.865251,10100,OneDrive.exe,2.0
2025-09-21T13:49:17.252113,0,System Idle Process,1143.9
2025-09-21T13:49:17.252113,12860,audiodg.exe,9.9
2025-09-21T13:49:17.252113,4,System,8.4
2025-09-21T13:49:17.252113,16988,python.exe,6.7
2025-09-21T13:49:17.252113,4372,chrome.exe,6.1
2025-09-21T13:49:17.252113,2012,dwm.exe,4.9
2025-09-21T13:49:17.252113,16196,Code.exe,3.2
2025-09-21T13:49:17.252113,10100,OneDrive.exe,2.6
2025-09-21T13:49:17.252113,15684,UnInstDaemon.exe,2.3
2025-09-21T13:49:17.252113,6352,ChatGPT.exe,2.0
2025-09-21T13:49:22.617332,0,System Idle Process,1134.9
2025-09-21T13:49:22.617332,12860,audiodg.exe,11.0
2025-09-21T13:49:22.617332,4372,chrome.exe,7.5
2025-09-21T13:49:22.617332,16988,python.exe,7.0
2025-09-21T13:49:22.617332,4,System,5.8
2025-09-21T13:49:22.617332,2012,dwm.exe,4.7
