timestamp,pid,process_name,cpu_percent
2026-04-14T10:08:47.856412,0,System Idle Process,894.6
2026-04-14T10:08:47.856412,4,System,47.0
2026-04-14T10:08:47.856412,16612,Code.exe,26.3
2026-04-14T10:08:47.856412,2380,svchost.exe,23.8
2026-04-14T10:08:47.856412,2532,svchost.exe,18.2
2026-04-14T10:08:47.856412,740,dwm.exe,16.7
2026-04-14T10:08:47.856412,4192,python.exe,15.1
2026-04-14T10:08:47.856412,4356,explorer.exe,13.8
2026-04-14T10:08:47.856412,2220,ChatGPT.exe,11.7
2026-04-14T10:08:47.856412,2304,chrome.exe,8.5
2026-04-14T10:08:53.791167,0,System Idle Process,969.0
2026-04-14T10:08:53.791167,4,System,27.0
2026-04-14T10:08:53.791167,13640,chrome.exe,24.7
2026-04-14T10:08:53.791167,7360,chrome.exe,24.0
2026-04-14T10:08:53.791167,4192,python.exe,16.1
2026-04-14T10:08:53.791167,740,dwm.exe,13.4
2026-04-14T10:08:53.791167,2380,svchost.exe,13.4
2026-04-14T10:08:53.791167,2304,chrome.exe,12.8
2026-04-14T10:08:53.791167,2220,ChatGPT.exe,9.9
2026-04-14T10:08:53.791167,14808,Code.exe,7.0
2026-04-14T10:08:59.801516,0,System Idle Process,1001.6
2026-04-14T10:08:59.801516,4,System,21.6
2026-04-14T10:08:59.801516,2304,chrome.exe,19.3
2026-04-14T10:08:59.801516,2552,MsMpEng.exe,16.4
2026-04-14T10:08:59.801516,4192,python.exe,15.9
2026-04-14T10:08:59.801516,7360,chrome.exe,15.0
2026-04-14T10:08:59.801516,2220,ChatGPT.exe,10.4
2026-04-14T10:08:59.801516,1756,chrome.exe,8.6
2026-04-14T10:08:59.801516,2380,svchost.exe,8.1
2026-04-14T10:08:59.801516,12808,chrome.exe,7.6
2026-04-14T10:09:05.769017,0,System Idle Process,1027.2
2026-04-14T10:09:05.769017,12808,chrome.exe,32.4
2026-04-14T10:09:05.769017,4192,python.exe,16.5
2026-04-14T10:09:05.769017,3796,MemCompression,15.4
2026-04-14T10:09:05.769017,4,System,15.2
2026-04-14T10:09:05.769017,7360,chrome.exe,13.9
2026-04-14T10:09:05.769017,2304,chrome.exe,12.6
2026-04-14T10:09:05.769017,1756,chrome.exe,10.0
2026-04-14T10:09:05.769017,2552,MsMpEng.exe,8.3
2026-04-14T10:09:05.769017,2220,ChatGPT.exe,7.3
2026-04-14T10:09:11.697902,0,System Idle Process,1097.0
2026-04-14T10:09:11.697902,4192,python.exe,14.6
2026-04-14T10:09:11.697902,4,System,9.5
2026-04-14T10:09:11.697902,740,dwm.exe,7.4
2026-04-14T10:09:11.697902,2220,ChatGPT.exe,7.4
2026-04-14T10:09:11.697902,2304,chrome.exe,6.3
2026-04-14T10:09:11.697902,12808,chrome.exe,5.6
2026-04-14T10:09:11.697902,4356,explorer.exe,4.3
2026-04-14T10:09:11.697902,14808,Code.exe,4.0
2026-04-14T10:09:11.697902,17084,ChatGPT.exe,3.4
2026-04-14T10:09:17.589916,0,System Idle Process,1091.9
2026-04-14T10:09:17.589916,4356,explorer.exe,38.6
2026-04-14T10:09:17.589916,2220,ChatGPT.exe,18.1
2026-04-14T10:09:17.589916,4192,python.exe,16.0
2026-04-14T10:09:17.589916,2552,MsMpEng.exe,7.1
2026-04-14T10:09:17.589916,740,dwm.exe,6.6
2026-04-14T10:09:17.589916,4,System,6.1
2026-04-14T10:09:17.589916,14808,Code.exe,4.9
2026-04-14T10:09:17.589916,17084,ChatGPT.exe,3.4
2026-04-14T10:09:17.589916,12808,chrome.exe,3.1
