timestamp,pid,process_name,cpu_percent
2025-09-28T10:12:23.850141,0,System Idle Process,0.0
2025-09-28T10:12:23.850141,4,System,0.0
2025-09-28T10:12:23.850141,188,,0.0
2025-09-28T10:12:23.850141,232,Registry,0.0
2025-09-28T10:12:23.850141,764,smss.exe,0.0
2025-09-28T10:12:23.850141,1136,csrss.exe,0.0
2025-09-28T10:12:23.850141,1248,wininit.exe,0.0
2025-09-28T10:12:23.850141,1260,csrss.exe,0.0
2025-09-28T10:12:23.850141,1280,msedgewebview2.exe,0.0
2025-09-28T10:12:23.850141,1324,svchost.exe,0.0
2025-09-28T10:12:29.305429,0,System Idle Process,1093.8
2025-09-28T10:12:29.305429,7396,explorer.exe,22.7
2025-09-28T10:12:29.305429,16268,Code.exe,10.5
2025-09-28T10:12:29.305429,4,System,7.5
2025-09-28T10:12:29.305429,9892,python.exe,7.2
2025-09-28T10:12:29.305429,14540,python.exe,6.7
2025-09-28T10:12:29.305429,1912,dwm.exe,4.0
2025-09-28T10:12:29.305429,4732,MsMpEng.exe,3.5
2025-09-28T10:12:29.305429,1624,svchost.exe,2.6
2025-09-28T10:12:29.305429,15924,Code.exe,2.6
2025-09-28T10:12:34.673486,0,System Idle Process,1123.3
2025-09-28T10:12:34.673486,3212,MemCompression,19.0
2025-09-28T10:12:34.673486,16268,Code.exe,14.5
2025-09-28T10:12:34.673486,14540,python.exe,7.2
2025-09-28T10:12:34.673486,9892,python.exe,7.0
2025-09-28T10:12:34.673486,4,System,4.9
2025-09-28T10:12:34.673486,1748,Code.exe,3.5
2025-09-28T10:12:34.673486,1912,dwm.exe,2.6
2025-09-28T10:12:34.673486,3076,svchost.exe,2.3
2025-09-28T10:12:34.673486,15924,Code.exe,2.3
2025-09-28T10:12:40.060322,0,System Idle Process,1068.9
2025-09-28T10:12:40.060322,16268,Code.exe,46.7
2025-09-28T10:12:40.060322,1748,Code.exe,22.9
2025-09-28T10:12:40.060322,15924,Code.exe,10.1
2025-09-28T10:12:40.060322,14540,python.exe,7.3
2025-09-28T10:12:40.060322,9892,python.exe,7.2
2025-09-28T10:12:40.060322,7396,explorer.exe,6.1
2025-09-28T10:12:40.060322,3996,ctfmon.exe,5.8
2025-09-28T10:12:40.060322,12548,TextInputHost.exe,5.2
2025-09-28T10:12:40.060322,4,System,4.6
2025-09-28T10:12:45.441505,0,System Idle Process,1138.1
2025-09-28T10:12:45.441505,16268,Code.exe,13.4
2025-09-28T10:12:45.441505,1748,Code.exe,9.9
2025-09-28T10:12:45.441505,9892,python.exe,6.7
2025-09-28T10:12:45.441505,14540,python.exe,6.4
2025-09-28T10:12:45.441505,4,System,4.9
2025-09-28T10:12:45.441505,1912,dwm.exe,2.3
2025-09-28T10:12:45.441505,7396,explorer.exe,2.3
2025-09-28T10:12:45.441505,15924,Code.exe,1.5
2025-09-28T10:12:45.441505,9540,Code.exe,1.2
2025-09-28T10:12:50.794446,0,System Idle Process,1133.9
2025-09-28T10:12:50.794446,14540,python.exe,12.5
2025-09-28T10:12:50.794446,9892,python.exe,11.2
2025-09-28T10:12:50.794446,1912,dwm.exe,9.6
2025-09-28T10:12:50.794446,4,System,8.7
2025-09-28T10:12:50.794446,7396,explorer.exe,8.5
2025-09-28T10:12:50.794446,4732,MsMpEng.exe,6.1
2025-09-28T10:12:50.794446,16268,Code.exe,3.0
2025-09-28T10:12:50.794446,1748,Code.exe,0.9
2025-09-28T10:12:50.794446,5748,powershell.exe,0.8
2025-09-28T10:12:56.515590,0,System Idle Process,977.8
2025-09-28T10:12:56.515590,4,System,71.3
2025-09-28T10:12:56.515590,2684,chrome.exe,32.6
2025-09-28T10:12:56.515590,4732,MsMpEng.exe,13.1
2025-09-28T10:12:56.515590,8688,chrome.exe,12.0
2025-09-28T10:12:56.515590,9892,python.exe,8.6
2025-09-28T10:12:56.515590,14540,python.exe,8.0
2025-09-28T10:12:56.515590,3212,MemCompression,7.2
2025-09-28T10:12:56.515590,1912,dwm.exe,5.4
2025-09-28T10:12:56.515590,15732,chrome.exe,2.6
2025-09-28T10:13:01.976700,0,System Idle Process,931.5
2025-09-28T10:13:01.976700,4712,chrome.exe,60.6
2025-09-28T10:13:01.976700,4,System,41.8
2025-09-28T10:13:01.976700,8688,chrome.exe,25.4
2025-09-28T10:13:01.976700,2684,chrome.exe,25.1
2025-09-28T10:13:01.976700,3212,MemCompression,16.5
2025-09-28T10:13:01.976700,3940,audiodg.exe,13.1
2025-09-28T10:13:01.976700,4732,MsMpEng.exe,10.8
2025-09-28T10:13:01.976700,15732,chrome.exe,9.3
2025-09-28T10:13:01.976700,14540,python.exe,6.7
2025-09-28T10:13:07.332321,0,System Idle Process,992.0
2025-09-28T10:13:07.332321,4712,chrome.exe,69.1
2025-09-28T10:13:07.332321,4,System,17.4
2025-09-28T10:13:07.332321,3212,MemCompression,14.5
2025-09-28T10:13:07.332321,8688,chrome.exe,13.3
2025-09-28T10:13:07.332321,2684,chrome.exe,12.2
2025-09-28T10:13:07.332321,9892,python.exe,7.8
2025-09-28T10:13:07.332321,14540,python.exe,7.8
2025-09-28T10:13:07.332321,3940,audiodg.exe,5.8
2025-09-28T10:13:07.332321,1912,dwm.exe,5.2
2025-09-28T10:13:12.756952,0,System Idle Process,1096.2
2025-09-28T10:13:12.756952,4,System,13.0
2025-09-28T10:13:12.756952,4712,chrome.exe,11.4
2025-09-28T10:13:12.756952,6116,Code.exe,10.0
2025-09-28T10:13:12.756952,2684,chrome.exe,9.5
2025-09-28T10:13:12.756952,9892,python.exe,9.1
