timestamp,pid,process_name,cpu_percent
2025-09-21T14:14:03.696049,0,System Idle Process,0.0
2025-09-21T14:14:03.696049,4,System,0.0
2025-09-21T14:14:03.696049,188,,0.0
2025-09-21T14:14:03.696049,232,Registry,0.0
2025-09-21T14:14:03.696049,764,smss.exe,0.0
2025-09-21T14:14:03.696049,1004,svchost.exe,0.0
2025-09-21T14:14:03.696049,1016,svchost.exe,0.0
2025-09-21T14:14:03.696049,1204,csrss.exe,0.0
2025-09-21T14:14:03.696049,1312,taskhostw.exe,0.0
2025-09-21T14:14:03.696049,1352,svchost.exe,0.0
2025-09-21T14:14:09.120571,0,System Idle Process,1082.1
2025-09-21T14:14:09.120571,2012,dwm.exe,14.7
2025-09-21T14:14:09.120571,14140,ChatGPT.exe,13.1
2025-09-21T14:14:09.120571,16196,Code.exe,11.3
2025-09-21T14:14:09.120571,4,System,9.5
2025-09-21T14:14:09.120571,13996,Code.exe,9.3
2025-09-21T14:14:09.120571,11696,Code.exe,7.9
2025-09-21T14:14:09.120571,12308,python.exe,7.0
2025-09-21T14:14:09.120571,6352,ChatGPT.exe,6.1
2025-09-21T14:14:09.120571,10100,OneDrive.exe,2.6
2025-09-21T14:14:14.495265,0,System Idle Process,969.5
2025-09-21T14:14:14.495265,4,System,44.8
2025-09-21T14:14:14.495265,14140,ChatGPT.exe,34.2
2025-09-21T14:14:14.495265,5164,chrome.exe,13.1
2025-09-21T14:14:14.495265,15812,chrome.exe,11.8
2025-09-21T14:14:14.495265,12308,python.exe,11.3
2025-09-21T14:14:14.495265,2012,dwm.exe,10.9
2025-09-21T14:14:14.495265,4908,MsMpEng.exe,8.1
2025-09-21T14:14:14.495265,6212,chrome.exe,7.8
2025-09-21T14:14:14.495265,3088,svchost.exe,6.5
2025-09-21T14:14:20.172223,0,System Idle Process,1037.6
2025-09-21T14:14:20.172223,14140,ChatGPT.exe,31.5
2025-09-21T14:14:20.172223,1372,chrome.exe,27.0
2025-09-21T14:14:20.172223,4,System,17.6
