timestamp,cpu_percent
2025-09-06T16:16:00.455930,19.8
2025-09-06T16:16:43.186803,7.9
2025-09-06T16:17:43.189866,15.1
2025-09-06T16:18:43.193834,8.5
2025-09-06T17:54:21.962524,7.5
2025-09-06T17:55:21.966914,6.2
2025-09-06T17:56:21.968454,7.9
2025-09-06T17:57:21.970027,1.4
2025-09-06T17:58:21.971567,7.6
2025-09-06T17:59:21.973478,1.2
2025-09-06T18:00:21.976783,12.4
2025-09-06T19:07:08.341845,8.0
